Orthogroup	PR	PS	PT
OG0004485	PR034300.0	PS040052.2.0, PS080060.2.0	PT084561.0, PT150076.0, PT161330.0
OG0004486	PR034329.0, PR063998.0	PS040013.2.0, PS080048.2.0	PT084581.0, PT161296.0
OG0004487	PR034331.0	PS040011.2.0	PT084583.0, PT150043.0, PT161294.0, PT170012.0
OG0004488	PR034341.0	PS040005.2.0, PS080041.2.0	PT084590.0, PT161291.0, PT170007.0
OG0004489	PR034343.0	PS040003.2.0, PS080039.2.0	PT084593.0, PT150036.0, PT161289.0
OG0004490	PR034351.0, PR034587.0	PS040001.2.0	PT084594.0, PT150034.0, PT161285.0
OG0004491	PR034355.0	PS080034.2.0	PT084597.0, PT150033.0, PT161283.0, PT170002.0
OG0004492	PR034405.0, PR064001.0, PR064142.0	PS031780.2.0, PS053123.2.0	PT024290.0
OG0004493	PR034417.0	PS053759.2.0, PS110944.2.0	PT054196.0, PT143075.0, PT182885.0
OG0004494	PR034440.0, PR034457.0, PR034458.0, PR034528.0, PR034542.0		PT161230.0
OG0004495	PR034625.0	PS040072.2.0, PS080079.2.0	PT084542.0, PT150091.0, PT161347.0
OG0004496	PR034628.0	PS040065.2.0, PS080080.2.0, PS080081.2.0	PT084541.0, PT170065.0
OG0004497	PR034634.0	PS040078.2.0, PS080091.2.0	PT084534.0, PT150097.0, PT170076.0
OG0004498	PR034643.0	PS040084.2.0, PS080098.2.0	PT084527.0, PT150108.0, PT170079.0
OG0004499	PR034644.0	PS040085.2.0, PS080099.2.0	PT084526.0, PT150109.0, PT170080.0
OG0004500	PR034699.0	PS040122.2.0, PS080128.2.0	PT084506.0, PT150150.0, PT170112.0
OG0004501	PR034705.0, PR034990.0	PS040128.2.0	PT150156.0, PT161396.0, PT170114.0
OG0004502	PR034711.0	PS015461.2.0, PS040134.2.0, PS080137.2.0	PT084497.0, PT150162.0
OG0004503	PR034714.0, PR034979.0	PS040137.2.0, PS080139.2.0	PT084495.0, PT150165.0
OG0004504	PR034736.0, PR034952.0	PS040157.2.0, PS080149.2.0	PT084481.0, PT150178.0
OG0004505	PR034746.0, PR034947.0	PS040158.2.0	PT084478.0, PT150180.0, PT170131.0
OG0004506	PR034747.0, PR034946.0	PS040159.2.0	PT150181.0, PT161417.0, PT170132.0
OG0004507	PR034756.0, PR034933.0	PS040171.2.0, PS080157.2.0	PT084468.0, PT161424.0
OG0004508	PR034763.0, PR034879.0	PS040212.2.0, PS040215.2.0, PS080199.2.0	PT150242.0
OG0004509	PR034790.0, PR034794.0	PS040243.2.0, PS040244.2.0	PT150273.0, PT150276.0
OG0004510	PR034808.0	PS040250.2.0, PS080229.2.0	PT084398.0, PT150282.0, PT161514.0
OG0004511	PR034844.0	PS040265.2.0, PS080245.2.0	PT084382.0, PT150298.0, PT161532.0
OG0004512	PR034863.0	PS040233.2.0, PS080216.2.0	PT084410.0, PT150264.0, PT170188.0
OG0004513	PR034883.0	PS040208.2.0, PS080196.2.0	PT084431.0, PT150238.0, PT161466.0
OG0004514	PR034887.0	PS040204.2.0, PS080190.2.0	PT150234.0, PT161459.0, PT170164.0
OG0004515	PR034921.0	PS040181.2.0, PS040184.2.0, PS080170.2.0	PT150203.0, PT170144.0
OG0004516	PR034930.0	PS040177.2.0, PS080162.2.0, PS080165.2.0	PT150197.0, PT150200.0
OG0004517	PR034953.0	PS040154.2.0, PS080147.2.0	PT084482.0, PT150176.0, PT161410.0
OG0004518	PR034956.0	PS040151.2.0, PS080145.2.0	PT084485.0, PT150174.0, PT161407.0
OG0004519	PR034985.0	PS090525.2.0	PT090520.0, PT140384.0, PT180353.0, PT213476.0
OG0004520	PR035080.0	PS040668.2.0, PS080674.2.0	PT083971.0, PT150715.0, PT161916.0
OG0004521	PR035086.0	PS040661.2.0, PS080667.2.0	PT083976.0, PT150709.0, PT161912.0
OG0004522	PR035106.0, PR035108.0	PS040700.2.0, PS080650.2.0	PT083990.0, PT150748.0
OG0004523	PR035116.0	PS040641.2.0, PS080645.2.0	PT083996.0, PT150684.0, PT170528.0
OG0004524	PR035120.0	PS040638.2.0, PS080640.2.0	PT083999.0, PT150681.0, PT213602.0
OG0004525	PR035151.0	PS061794.2.0, PS061797.2.0	PT062166.0, PT062167.0, PT113515.0
OG0004526	PR035176.0	PS040609.2.0, PS080596.2.0	PT084033.0, PT161855.0, PT170492.0
OG0004527	PR035177.0, PR035179.0	PS040608.2.0, PS080594.2.0	PT084034.0, PT150640.0
OG0004528	PR035210.0	PS015466.2.0	PT045804.0, PT131441.0, PT131442.0, PT190130.0
OG0004529	PR035223.0	PS040571.2.0, PS080569.2.0	PT084059.0, PT150608.0, PT170471.0
OG0004530	PR035258.0	PS040551.2.0, PS080549.2.0	PT150589.0, PT161799.0, PT170449.0
OG0004531	PR035262.0	PS040547.2.0, PS080542.2.0	PT084086.0, PT150584.0, PT161795.0
OG0004532	PR035275.0	PS011640.2.0, PS064079.2.0	PT041631.0, PT060238.0, PT115537.0
OG0004533	PR035286.0	PS040536.2.0, PS080525.2.0	PT084104.0, PT150576.0, PT161782.0
OG0004534	PR035309.0	PS040506.2.0, PS080484.2.0	PT084145.0, PT150547.0, PT170407.0
OG0004535	PR035373.0, PR035376.0, PR035498.0, PR035499.0, PR035512.0		PT170286.0
OG0004536	PR035443.0	PS040381.2.0, PS080382.2.0	PT084253.0, PT150412.0, PT161625.0
OG0004537	PR035453.0	PS040373.2.0, PS080371.2.0	PT084259.0, PT150407.0, PT170308.0
OG0004538	PR035461.0	PS040369.2.0, PS080366.2.0	PT150380.0, PT161611.0, PT170302.0
OG0004539	PR035475.0, PR043192.0	PS080356.2.0	PT084277.0, PT150391.0, PT170295.0
OG0004540	PR035490.0	PS080709.2.0, PS081933.2.0	PT082655.0, PT083926.0, PT100731.0
OG0004541	PR035529.0	PS040335.2.0, PS080314.2.0	PT084315.0, PT150366.0, PT170268.0
OG0004542	PR035542.0, PR035545.0	PS080307.2.0	PT084320.0, PT150363.0, PT170264.0
OG0004543	PR035543.0	PS040334.2.0, PS080310.2.0	PT084321.0, PT150362.0, PT170263.0
OG0004544	PR035560.0	PS043455.2.0, PS063441.2.0	PT150346.0, PT153661.0, PT222050.0
OG0004545	PR035565.0, PR035568.0, PR035572.0, PR035578.0	PS040314.2.0	PT150351.0
OG0004546	PR035587.0	PS040296.2.0, PS080279.2.0	PT084349.0, PT150327.0, PT161564.0
OG0004547	PR035631.0	PS040277.2.0	PT084365.0, PT150311.0, PT161543.0, PT170237.0
OG0004548	PR035652.0, PR064424.0, PR064425.0	PS052950.2.0	PT131636.0, PT131637.0
OG0004549	PR040006.0	PS035634.2.0	PT020216.0, PT070001.0, PT103952.0, PT203538.0
OG0004550	PR040055.0, PR040058.0	PS035621.2.0, PS100043.2.0	PT020230.0, PT103925.0
OG0004551	PR040060.0	PS035614.2.0, PS100044.2.0	PT020237.0, PT070012.0, PT103924.0
OG0004552	PR040072.0, PR053292.0	PS015392.2.0, PS060251.2.0	PT120263.0, PT190173.0
OG0004553	PR040081.0, PR040099.0	PS035598.2.0, PS100053.2.0	PT020255.0, PT103912.0
OG0004554	PR040085.0, PR040091.0, PR040092.0	PS035602.2.0	PT020251.0, PT203523.0
OG0004555	PR040086.0	PS091083.2.0, PS112853.2.0	PT091105.0, PT140980.0, PT213088.0
OG0004556	PR040158.0	PS035532.2.0, PS100114.2.0	PT020318.0, PT070077.0, PT103845.0
OG0004557	PR040164.0	PS035547.2.0, PS100106.2.0	PT020305.0, PT103860.0, PT203444.0
OG0004558	PR040165.0	PS035546.2.0, PS100105.2.0	PT020304.0, PT070071.0, PT103861.0
OG0004559	PR040167.0	PS035548.2.0, PS100104.2.0	PT020303.0, PT070069.0, PT103862.0
OG0004560	PR040174.0	PS092773.2.0	PT020297.0, PT092823.0, PT182524.0, PT211309.0
OG0004561	PR040184.0, PR071823.0	PS024703.2.0, PS035558.2.0, PS100982.2.0	PT102930.0
OG0004562	PR040195.0, PR040196.0	PS035563.2.0, PS100084.2.0	PT020289.0, PT103881.0
OG0004563	PR040231.0, PR040363.0	PS035461.2.0, PS100172.2.0	PT070138.0, PT203398.0
OG0004564	PR040244.0, PR040369.0	PS035454.2.0, PS100176.2.0	PT020402.0, PT070145.0
OG0004565	PR040246.0, PR040371.0	PS035452.2.0, PS100178.2.0	PT020405.0, PT103781.0
OG0004566	PR040262.0	PS035519.2.0, PS100126.2.0	PT020337.0, PT103833.0, PT203468.0
OG0004567	PR040274.0	PS035503.2.0, PS100134.2.0	PT020347.0, PT070099.0, PT103826.0
OG0004568	PR040275.0	PS100135.2.0	PT020348.0, PT070100.0, PT103825.0, PT203477.0
OG0004569	PR040284.0	PS035498.2.0	PT020352.0, PT070105.0, PT103816.0, PT203484.0
OG0004570	PR040289.0	PS035494.2.0, PS100148.2.0	PT020358.0, PT070108.0, PT103810.0
OG0004571	PR040309.0, PR040319.0	PS100163.2.0	PT020367.0, PT070117.0, PT103799.0
OG0004572	PR040324.0	PS012623.2.0, PS035477.2.0, PS100161.2.0	PT020370.0, PT070118.0
OG0004573	PR040350.0	PS035468.2.0, PS100169.2.0	PT020388.0, PT070130.0, PT103794.0
OG0004574	PR040385.0	PS035438.2.0, PS100190.2.0	PT020419.0, PT070156.0, PT103764.0
OG0004575	PR040390.0	PS035433.2.0, PS100194.2.0	PT020422.0, PT070165.0, PT103759.0
OG0004576	PR040405.0, PR040406.0	PS035423.2.0, PS100203.2.0	PT020430.0, PT103746.0
OG0004577	PR040408.0, PR053003.0	PS014618.2.0, PS061040.2.0	PT044905.0, PT121091.0
OG0004578	PR040412.0	PS035419.2.0, PS100208.2.0	PT020435.0, PT070175.0, PT103741.0
OG0004579	PR040423.0	PS035409.2.0, PS100218.2.0	PT020450.0, PT103730.0, PT203347.0
OG0004580	PR040444.0	PS035388.2.0, PS100225.2.0	PT020465.0, PT070197.0, PT103717.0
OG0004581	PR040459.0	PS025237.2.0, PS035361.2.0	PT012075.0, PT020488.0, PT203327.0
OG0004582	PR040463.0	PS025242.2.0, PS035357.2.0	PT012079.0, PT020492.0, PT070221.0
OG0004583	PR040470.0	PS091255.2.0	PT091268.0, PT141109.0, PT181002.0, PT212837.0
OG0004584	PR040481.0	PS025258.2.0, PS035334.2.0	PT020518.0, PT070237.0, PT203311.0
OG0004585	PR040493.0	PS092039.2.0, PS111893.2.0	PT092078.0, PT142031.0, PT181614.0
OG0004586	PR040498.0	PS025276.2.0, PS035316.2.0	PT012113.0, PT020545.0, PT070251.0
OG0004587	PR040501.0	PS025279.2.0, PS035311.2.0	PT012116.0, PT020549.0, PT070254.0
OG0004588	PR040510.0	PS035301.2.0	PT012126.0, PT020559.0, PT070262.0, PT203284.0
OG0004589	PR040518.0	PS025297.2.0, PS035287.2.0	PT012131.0, PT020571.0, PT203280.0
OG0004590	PR040519.0	PS025298.2.0, PS035286.2.0	PT012133.0, PT020572.0, PT203279.0
OG0004591	PR040527.0	PS025303.2.0, PS035279.2.0	PT012139.0, PT020579.0, PT070274.0
OG0004592	PR040532.0	PS025308.2.0, PS035275.2.0	PT012143.0, PT020582.0, PT203270.0
OG0004593	PR040534.0	PS025312.2.0, PS035274.2.0	PT012147.0, PT070282.0, PT203268.0
OG0004594	PR040538.0	PS025317.2.0, PS035270.2.0	PT012149.0, PT020588.0, PT070286.0
OG0004595	PR040551.0	PS025323.2.0, PS035257.2.0	PT012156.0, PT020602.0, PT070297.0
OG0004596	PR040609.0	PS025172.2.0, PS035226.2.0	PT012182.0, PT020635.0, PT070316.0
OG0004597	PR040613.0	PS025169.2.0, PS035221.2.0	PT012186.0, PT020639.0, PT070321.0
OG0004598	PR040622.0	PS025161.2.0, PS035214.2.0	PT012191.0, PT020644.0, PT070325.0
OG0004599	PR040623.0	PS025160.2.0, PS035213.2.0	PT012192.0, PT020645.0, PT070326.0
OG0004600	PR040625.0	PS025158.2.0, PS035208.2.0	PT012195.0, PT020653.0, PT070329.0
OG0004601	PR040633.0	PS025145.2.0, PS035196.2.0	PT012209.0, PT020666.0, PT203211.0
OG0004602	PR040639.0	PS025141.2.0, PS035192.2.0	PT012214.0, PT020671.0, PT070345.0
OG0004603	PR040649.0, PR040659.0	PS025126.2.0, PS035176.2.0	PT012233.0, PT020685.0
OG0004604	PR040653.0	PS025123.2.0, PS035181.2.0	PT012236.0, PT020682.0, PT070352.0
OG0004605	PR040664.0	PS035163.2.0	PT012243.0, PT020696.0, PT070363.0, PT203233.0
OG0004606	PR040684.0, PR040773.0	PS025016.2.0	PT020713.0, PT070464.0, PT203079.0
OG0004607	PR040700.0	PS025080.2.0, PS035125.2.0	PT012284.0, PT020735.0, PT070378.0
OG0004608	PR040702.0	PS035123.2.0	PT012285.0, PT020737.0, PT070376.0, PT203142.0
OG0004609	PR040703.0	PS025078.2.0, PS035122.2.0	PT020738.0, PT070375.0, PT203141.0
OG0004610	PR040705.0	PS025073.2.0, PS035120.2.0	PT012291.0, PT020740.0, PT070373.0
OG0004611	PR040711.0	PS025071.2.0, PS035115.2.0	PT012294.0, PT020745.0, PT070404.0
OG0004612	PR040715.0	PS025070.2.0, PS035112.2.0	PT012295.0, PT020748.0, PT070407.0
OG0004613	PR040727.0	PS025061.2.0, PS035102.2.0	PT012305.0, PT020764.0, PT070416.0
OG0004614	PR040734.0, PR054105.0	PS035095.2.0	PT020770.0, PT070422.0, PT203119.0
OG0004615	PR040742.0	PS025049.2.0, PS035065.2.0	PT012317.0, PT020938.0, PT070428.0
OG0004616	PR040744.0	PS025047.2.0, PS035067.2.0	PT012319.0, PT020941.0, PT070430.0
OG0004617	PR040748.0	PS025043.2.0, PS035074.2.0	PT012322.0, PT020945.0, PT070433.0
OG0004618	PR040751.0	PS025039.2.0, PS035077.2.0	PT012325.0, PT020948.0, PT203104.0
OG0004619	PR040752.0	PS025038.2.0, PS035078.2.0	PT012326.0, PT020949.0, PT070440.0
OG0004620	PR040763.0	PS025029.2.0	PT012335.0, PT020778.0, PT070450.0, PT203093.0
OG0004621	PR040765.0	PS025027.2.0, PS035058.2.0	PT012337.0, PT020931.0, PT070452.0
OG0004622	PR040766.0	PS025026.2.0, PS035056.2.0	PT012338.0, PT020930.0, PT203090.0
OG0004623	PR040767.0	PS025025.2.0, PS035055.2.0	PT012339.0, PT020928.0, PT070454.0
OG0004624	PR040769.0	PS025020.2.0, PS035053.2.0	PT012344.0, PT020926.0, PT070456.0
OG0004625	PR040784.0	PS025007.2.0, PS035040.2.0	PT012357.0, PT070475.0, PT203070.0
OG0004626	PR040788.0	PS025004.2.0, PS035037.2.0	PT020911.0, PT070478.0, PT203066.0
OG0004627	PR040790.0	PS025002.2.0, PS035035.2.0	PT012362.0, PT020908.0, PT203064.0
OG0004628	PR040792.0	PS024999.2.0, PS035029.2.0	PT012364.0, PT020904.0, PT070482.0
OG0004629	PR040793.0	PS025000.2.0, PS035030.2.0	PT012365.0, PT020903.0, PT203061.0
OG0004630	PR040795.0	PS024997.2.0, PS035025.2.0	PT012367.0, PT020899.0, PT203058.0
OG0004631	PR040799.0	PS024993.2.0, PS035021.2.0	PT012370.0, PT020894.0, PT203055.0
OG0004632	PR040804.0	PS024986.2.0, PS035017.2.0	PT012377.0, PT020889.0, PT070497.0
OG0004633	PR040806.0	PS013403.2.0	PT020887.0, PT043638.0, PT070499.0, PT203048.0
OG0004634	PR040818.0	PS024972.2.0, PS035006.2.0	PT012391.0, PT020877.0, PT070510.0
OG0004635	PR040823.0	PS024966.2.0, PS035001.2.0	PT012395.0, PT020872.0, PT203010.0
OG0004636	PR040824.0	PS024968.2.0	PT012394.0, PT020873.0, PT070512.0, PT203009.0
OG0004637	PR040830.0	PS024954.2.0, PS034992.2.0	PT012406.0, PT020863.0, PT072636.0
OG0004638	PR040841.0	PS024938.2.0, PS034976.2.0	PT012423.0, PT020847.0, PT203029.0
OG0004639	PR040842.0	PS024935.2.0, PS034974.2.0	PT012426.0, PT020845.0, PT072623.0
OG0004640	PR040851.0	PS024901.2.0, PS034955.2.0	PT012466.0, PT020821.0, PT072678.0
OG0004641	PR040869.0	PS024917.2.0, PS034934.2.0, PS034935.2.0	PT012445.0, PT202950.0
OG0004642	PR040870.0	PS024919.2.0, PS034933.2.0	PT020795.0, PT072697.0, PT202948.0
OG0004643	PR040879.0	PS024898.2.0, PS034919.2.0	PT020956.0, PT072704.0, PT202945.0
OG0004644	PR040887.0	PS024892.2.0, PS034927.2.0	PT012475.0, PT020789.0, PT070519.0
OG0004645	PR040894.0, PR070046.0	PS024895.2.0, PS034923.2.0	PT012471.0, PT020785.0
OG0004646	PR040897.0	PS021275.2.0, PS034875.2.0	PT016358.0, PT021000.0, PT072642.0
OG0004647	PR040898.0	PS021276.2.0, PS034874.2.0	PT016357.0, PT021001.0, PT202940.0
OG0004648	PR040913.0	PS021278.2.0, PS034859.2.0	PT016355.0, PT021011.0, PT072605.0
OG0004649	PR040918.0	PS021154.2.0, PS034893.2.0	PT016488.0, PT020982.0, PT070526.0
OG0004650	PR040919.0	PS021263.2.0, PS034849.2.0	PT016373.0, PT021020.0, PT070525.0
OG0004651	PR040921.0	PS034852.2.0	PT016376.0, PT021017.0, PT070523.0, PT202987.0
OG0004652	PR040925.0	PS024888.2.0, PS034835.2.0	PT012479.0, PT072666.0, PT202903.0
OG0004653	PR040928.0	PS021179.2.0, PS034840.2.0	PT021034.0, PT072612.0, PT202890.0
OG0004654	PR040934.0	PS021282.2.0, PS034888.2.0	PT016348.0, PT020988.0, PT072567.0
OG0004655	PR040946.0	PS024864.2.0, PS034876.2.0	PT012506.0, PT020999.0, PT202884.0
OG0004656	PR040947.0	PS024865.2.0, PS034901.2.0, PS110111.2.0	PT012504.0, PT072571.0
OG0004657	PR040960.0	PS021237.2.0, PS034811.2.0	PT016403.0, PT021204.0, PT202858.0
OG0004658	PR040961.0	PS021223.2.0, PS034809.2.0	PT016417.0, PT021199.0, PT072573.0
OG0004659	PR040966.0	PS021221.2.0, PS034821.2.0	PT016420.0, PT021216.0, PT072561.0
OG0004660	PR040977.0	PS021194.2.0, PS034796.2.0	PT016450.0, PT021183.0, PT072553.0
OG0004661	PR040993.0	PS021210.2.0, PS034784.2.0	PT016435.0, PT021172.0, PT072535.0
OG0004662	PR041000.0	PS021184.2.0, PS034772.2.0	PT016461.0, PT021158.0, PT072532.0
OG0004663	PR041009.0	PS021168.2.0, PS034763.2.0	PT016473.0, PT021149.0, PT072522.0
OG0004664	PR041010.0	PS021167.2.0, PS034761.2.0	PT016474.0, PT021127.0, PT202824.0
OG0004665	PR041014.0	PS021164.2.0, PS034758.2.0	PT016477.0, PT021128.0, PT072517.0
OG0004666	PR041023.0	PS021157.2.0, PS034746.2.0	PT016485.0, PT021143.0, PT072507.0
OG0004667	PR041025.0	PS021147.2.0, PS034739.2.0	PT016494.0, PT021125.0, PT202800.0
OG0004668	PR041027.0	PS021144.2.0, PS034736.2.0	PT016496.0, PT021121.0, PT072488.0
OG0004669	PR041033.0	PS021139.2.0, PS034732.2.0	PT016501.0, PT021116.0, PT202794.0
OG0004670	PR041038.0	PS021131.2.0	PT016512.0, PT021072.0, PT072499.0, PT202786.0
OG0004671	PR041042.0	PS034696.2.0	PT016514.0, PT021076.0, PT072480.0, PT202780.0
OG0004672	PR041044.0	PS021127.2.0, PS034700.2.0	PT016516.0, PT021083.0, PT202778.0
OG0004673	PR041057.0	PS021110.2.0, PS034719.2.0	PT016533.0, PT021105.0, PT202763.0
OG0004674	PR041058.0	PS021109.2.0, PS034718.2.0	PT016534.0, PT021102.0, PT202762.0
OG0004675	PR041059.0	PS021107.2.0, PS034717.2.0	PT016536.0, PT021100.0, PT072462.0
OG0004676	PR041065.0	PS021102.2.0, PS034720.2.0	PT016541.0, PT021106.0, PT202754.0
OG0004677	PR041066.0	PS021101.2.0, PS034721.2.0	PT016542.0, PT021107.0, PT072458.0
OG0004678	PR041071.0	PS021096.2.0, PS034687.2.0	PT016546.0, PT021068.0, PT202749.0
OG0004679	PR041078.0	PS021089.2.0, PS034681.2.0	PT021061.0, PT072441.0, PT202740.0
OG0004680	PR041084.0	PS021079.2.0, PS034661.2.0	PT016565.0, PT021039.0, PT072456.0
OG0004681	PR041089.0	PS021085.2.0, PS034675.2.0	PT016558.0, PT021054.0, PT072449.0
OG0004682	PR041094.0	PS022761.2.0, PS026686.2.0, PS034654.2.0	PT010630.0, PT072423.0
OG0004683	PR041095.0	PS021070.2.0, PS034653.2.0	PT016575.0, PT072422.0, PT202718.0
OG0004684	PR041099.0	PS021066.2.0, PS034649.2.0	PT016579.0, PT072413.0, PT202713.0
OG0004685	PR041107.0	PS021060.2.0, PS034641.2.0	PT016588.0, PT021238.0, PT072407.0
OG0004686	PR041108.0	PS021059.2.0, PS034640.2.0	PT016589.0, PT021239.0, PT202702.0
OG0004687	PR041120.0	PS021043.2.0, PS034627.2.0	PT016602.0, PT072397.0, PT202640.0
OG0004688	PR041131.0	PS020861.2.0, PS034616.2.0	PT021264.0, PT072265.0, PT202629.0
OG0004689	PR041152.0	PS034599.2.0	PT016766.0, PT021284.0, PT072285.0, PT202612.0
OG0004690	PR041158.0	PS020883.2.0, PS034594.2.0	PT016761.0, PT021289.0, PT202617.0
OG0004691	PR041164.0	PS020888.2.0, PS034585.2.0	PT016757.0, PT021300.0, PT202688.0
OG0004692	PR041167.0	PS020908.2.0, PS034568.2.0	PT016736.0, PT021319.0, PT072317.0
OG0004693	PR041172.0	PS020903.2.0, PS034572.2.0	PT016741.0, PT072312.0, PT202645.0
OG0004694	PR041178.0	PS020897.2.0, PS034576.2.0	PT016748.0, PT021309.0, PT202682.0
OG0004695	PR041182.0	PS020910.2.0, PS034565.2.0	PT016734.0, PT021321.0, PT202653.0
OG0004696	PR041186.0	PS020913.2.0, PS034562.2.0	PT016731.0, PT021325.0, PT072321.0
OG0004697	PR041208.0	PS020937.2.0, PS034545.2.0	PT016712.0, PT021350.0, PT202497.0
OG0004698	PR041214.0	PS020943.2.0, PS034538.2.0	PT016706.0, PT021360.0, PT202579.0
OG0004699	PR041220.0	PS034531.2.0	PT016700.0, PT021363.0, PT072361.0, PT202577.0
OG0004700	PR041227.0	PS020959.2.0, PS034524.2.0	PT016694.0, PT021371.0, PT072368.0
OG0004701	PR041231.0	PS020966.2.0, PS034518.2.0	PT021379.0, PT072372.0, PT202563.0
OG0004702	PR041234.0	PS020970.2.0, PS034516.2.0	PT016685.0, PT021382.0, PT202676.0
OG0004703	PR041237.0	PS020972.2.0, PS034477.2.0	PT016682.0, PT021428.0, PT202672.0
OG0004704	PR041240.0	PS020975.2.0, PS034479.2.0	PT016679.0, PT021426.0, PT072383.0
OG0004705	PR041241.0	PS020976.2.0, PS034480.2.0	PT016677.0, PT021425.0, PT202669.0
OG0004706	PR041245.0	PS020980.2.0, PS034487.2.0	PT016673.0, PT021414.0, PT202664.0
OG0004707	PR041257.0	PS020788.2.0, PS034498.2.0	PT016859.0, PT021400.0, PT072212.0
OG0004708	PR041258.0	PS020789.2.0, PS034499.2.0	PT016858.0, PT021399.0, PT202547.0
OG0004709	PR041260.0	PS020791.2.0, PS034501.2.0	PT016855.0, PT021397.0, PT202545.0
OG0004710	PR041261.0	PS020792.2.0, PS034506.2.0	PT016854.0, PT021391.0, PT072216.0
OG0004711	PR041262.0	PS020794.2.0	PT016853.0, PT021388.0, PT072217.0, PT202543.0
OG0004712	PR041275.0	PS020775.2.0, PS034470.2.0	PT016870.0, PT021437.0, PT072221.0
OG0004713	PR041283.0	PS020766.2.0, PS034465.2.0	PT021488.0, PT072229.0, PT202530.0
OG0004714	PR041284.0	PS020764.2.0, PS034464.2.0	PT016881.0, PT021485.0, PT202528.0
OG0004715	PR041296.0	PS020754.2.0, PS034446.2.0	PT016890.0, PT021470.0, PT072207.0
OG0004716	PR041302.0	PS020996.2.0, PS034435.2.0	PT016658.0, PT021463.0, PT202506.0
OG0004717	PR041311.0	PS021009.2.0, PS031567.2.0, PS034416.2.0	PT016640.0, PT021492.0
OG0004718	PR041381.0	PS020844.2.0, PS034234.2.0	PT016805.0, PT021691.0, PT202453.0
OG0004719	PR041384.0	PS020841.2.0, PS034230.2.0	PT021694.0, PT072142.0, PT202450.0
OG0004720	PR041390.0	PS020834.2.0, PS034223.2.0	PT016815.0, PT021701.0, PT072134.0
OG0004721	PR041398.0	PS020826.2.0, PS034392.2.0	PT016820.0, PT021520.0, PT072127.0
OG0004722	PR041401.0	PS020799.2.0, PS034394.2.0	PT016845.0, PT021516.0, PT072125.0
OG0004723	PR041405.0	PS020802.2.0, PS034397.2.0	PT016842.0, PT021513.0, PT072122.0
OG0004724	PR041410.0	PS020806.2.0, PS034401.2.0	PT016838.0, PT021508.0, PT072118.0
OG0004725	PR041414.0	PS020812.2.0, PS034406.2.0	PT016832.0, PT021503.0, PT072111.0
OG0004726	PR041420.0, PR041421.0	PS034426.2.0, PS093218.2.0	PT021450.0, PT093295.0
OG0004727	PR041429.0	PS020825.2.0, PS034202.2.0	PT016821.0, PT021723.0, PT072089.0
OG0004728	PR041435.0	PS020732.2.0, PS034207.2.0	PT016918.0, PT021718.0, PT072084.0
OG0004729	PR041437.0	PS020731.2.0, PS034208.2.0	PT016920.0, PT021717.0, PT072083.0
OG0004730	PR041440.0	PS020727.2.0, PS034213.2.0	PT016926.0, PT021712.0, PT072078.0
OG0004731	PR041442.0	PS020726.2.0, PS034214.2.0	PT016927.0, PT072076.0, PT202386.0
OG0004732	PR041449.0	PS020721.2.0, PS034387.2.0	PT016933.0, PT021523.0, PT072071.0
OG0004733	PR041452.0	PS020718.2.0, PS034384.2.0	PT016936.0, PT072067.0, PT202374.0
OG0004734	PR041458.0	PS020706.2.0, PS034365.2.0	PT016945.0, PT021551.0, PT072058.0
OG0004735	PR041477.0	PS020681.2.0	PT016967.0, PT021565.0, PT072033.0, PT202340.0
OG0004736	PR041478.0	PS020680.2.0, PS034352.2.0	PT016968.0, PT021566.0, PT072032.0
OG0004737	PR041480.0	PS020678.2.0	PT016972.0, PT021568.0, PT072030.0, PT202336.0
OG0004738	PR041481.0	PS020677.2.0, PS034349.2.0	PT016973.0, PT021569.0, PT202335.0
OG0004739	PR041512.0	PS020647.2.0, PS034316.2.0	PT021609.0, PT072009.0, PT202298.0
OG0004740	PR041519.0	PS020639.2.0, PS034308.2.0	PT017015.0, PT021616.0, PT202290.0
OG0004741	PR041521.0	PS020638.2.0, PS034306.2.0	PT017018.0, PT021619.0, PT202288.0
OG0004742	PR041538.0	PS020612.2.0, PS020615.2.0, PS034295.2.0	PT017035.0, PT021628.0
OG0004743	PR041542.0	PS020608.2.0, PS034291.2.0	PT017039.0, PT021632.0, PT071985.0
OG0004744	PR041543.0	PS020606.2.0, PS034290.2.0	PT017041.0, PT021633.0, PT071984.0
OG0004745	PR041558.0	PS020583.2.0, PS034272.2.0	PT017067.0, PT021649.0, PT202255.0
OG0004746	PR041563.0	PS020576.2.0, PS034269.2.0	PT017073.0, PT021655.0, PT071959.0
OG0004747	PR041565.0	PS020574.2.0, PS034267.2.0	PT017076.0, PT021657.0, PT202246.0
OG0004748	PR041581.0	PS020556.2.0, PS034254.2.0	PT017093.0, PT021672.0, PT071940.0
OG0004749	PR041583.0	PS020554.2.0, PS034252.2.0	PT017095.0, PT021674.0, PT071938.0
OG0004750	PR041585.0	PS020552.2.0, PS034250.2.0	PT017098.0, PT021676.0, PT071936.0
OG0004751	PR041606.0	PS020519.2.0, PS034187.2.0	PT017136.0, PT021780.0, PT202207.0
OG0004752	PR041607.0	PS020520.2.0, PS034186.2.0	PT017135.0, PT021783.0, PT071916.0
OG0004753	PR041611.0	PS020525.2.0, PS034180.2.0	PT017129.0, PT021789.0, PT071911.0
OG0004754	PR041615.0	PS020530.2.0, PS034177.2.0	PT017123.0, PT021794.0, PT071908.0
